frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-20-100-100-10-1,dssp",1,9,9,9,"0,013178",10,NONE,NONE,,0
"rand-20-100-100-10-2,dssp",1,5,5,5,"0,00543",10,NONE,NONE,,0
"rand-20-100-100-15-1,dssp",1,12,12,12,"0,014348",10,NONE,NONE,,0
"rand-20-100-100-15-2,dssp",1,7,7,7,"0,006407",10,NONE,NONE,,0
"rand-20-100-100-20-1,dssp",2,16,16,16,"0,019659",10,NONE,NONE,,0
"rand-20-100-100-20-2,dssp",1,10,10,10,"0,007347",10,NONE,NONE,,0
"rand-20-100-100-25-1,dssp",1,18,18,18,"0,010342",10,NONE,NONE,,0
"rand-20-100-100-25-2,dssp",1,12,12,12,"0,008951",10,NONE,NONE,,0
"rand-20-100-100-5-1,dssp",1,5,5,5,"0,007157",10,NONE,NONE,,0
"rand-20-100-100-5-2,dssp",1,2,2,2,"0,004533",10,NONE,NONE,,0
"rand-20-150-150-10-1,dssp",1,8,8,8,"0,007353",10,NONE,NONE,,0
"rand-20-150-150-10-2,dssp",1,5,5,5,"0,006551",10,NONE,NONE,,0
"rand-20-150-150-15-1,dssp",1,12,12,12,"0,009777",10,NONE,NONE,,0
"rand-20-150-150-15-2,dssp",1,7,7,7,"0,007895",10,NONE,NONE,,0
"rand-20-150-150-20-1,dssp",1,16,16,16,"0,017166",10,NONE,NONE,,0
"rand-20-150-150-20-2,dssp",1,10,10,10,"0,009009",10,NONE,NONE,,0
"rand-20-150-150-25-1,dssp",1,19,19,19,"0,013163",10,NONE,NONE,,0
"rand-20-150-150-25-2,dssp",1,12,12,12,"0,010048",10,NONE,NONE,,0
"rand-20-150-150-5-1,dssp",1,5,5,5,"0,009457",10,NONE,NONE,,0
"rand-20-150-150-5-2,dssp",1,2,2,2,"0,005231",10,NONE,NONE,,0
"rand-20-200-200-10-1,dssp",1,9,9,9,"0,012386",10,NONE,NONE,,0
"rand-20-200-200-10-2,dssp",1,5,5,5,"0,007358",10,NONE,NONE,,0
"rand-20-200-200-15-1,dssp",1,12,12,12,"0,014019",10,NONE,NONE,,0
