frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-4-150-150-5-2,dssp",1,2,2,2,"0,000055",10,RA,2,0,
"rand-4-200-200-10-1,dssp",1,8,1E+020,8,"0,000094",2,RA,10,-2,
"rand-4-200-200-10-2,dssp",1,5,5,5,"0,000059",10,RA,5,0,
"rand-4-200-200-15-1,dssp",1,"10,860098",1E+020,"10,860098","0,0001",2,RA,12,"-1,139902",
"rand-4-200-200-15-2,dssp",1,7,7,7,"0,000066",10,RA,7,0,
"rand-4-200-200-20-1,dssp",1,"14,073125",1E+020,"14,073125","0,000098",2,RA,16,"-1,926875",
"rand-4-200-200-20-2,dssp",1,10,10,10,"0,000074",10,RA,10,0,
"rand-4-200-200-25-1,dssp",1,18,1E+020,18,"0,000105",2,RA,19,-1,
"rand-4-200-200-25-2,dssp",1,12,12,12,"0,000079",10,RA,12,0,
"rand-4-200-200-5-1,dssp",1,4,1E+020,4,"0,000082",2,RA,5,-1,
"rand-4-200-200-5-2,dssp",1,2,2,2,"0,000063",10,RA,2,0,
"rand-4-250-250-10-1,dssp",1,8,1E+020,8,"0,000099",2,RA,10,-2,
"rand-4-250-250-10-2,dssp",1,5,5,5,"0,000073",10,RA,5,0,
"rand-4-250-250-15-1,dssp",1,"10,961893",1E+020,"10,961893","0,000103",2,RA,12,"-1,038107",
"rand-4-250-250-15-2,dssp",1,7,7,7,"0,000075",10,RA,7,0,
"rand-4-250-250-20-1,dssp",1,15,1E+020,15,"0,000105",2,RA,17,-2,
"rand-4-250-250-20-2,dssp",1,10,10,10,"0,00008",10,RA,10,0,
"rand-4-250-250-25-1,dssp",1,18,1E+020,18,"0,000113",2,RA,19,-1,
"rand-4-250-250-25-2,dssp",1,12,12,12,"0,000085",10,RA,12,0,
"rand-4-250-250-5-1,dssp",1,4,1E+020,4,"0,000095",2,RA,5,-1,
"rand-4-250-250-5-2,dssp",1,2,2,2,"0,000071",10,RA,2,0,
"rand-4-50-50-10-1,dssp",1,"7,028351",1E+020,"7,028351","0,00007",2,RA,8,"-0,971649",
"rand-4-50-50-10-2,dssp",1,5,5,5,"0,000051",10,RA,5,0,
"rand-4-50-50-15-1,dssp",1,10,1E+020,10,"0,000072",2,RA,12,-2,
"rand-4-50-50-15-2,dssp",1,7,7,7,"0,000055",10,RA,7,0,
"rand-4-50-50-20-1,dssp",1,"13,018084",1E+020,"13,018084","0,000085",2,RA,15,"-1,981916",
"rand-4-50-50-20-2,dssp",1,10,10,10,"0,000058",10,RA,10,0,
"rand-4-50-50-25-1,dssp",1,"16,223692",1E+020,"16,223692","0,000073",2,RA,18,"-1,776308",
"rand-4-50-50-25-2,dssp",1,12,12,12,"0,000059",10,RA,12,0,
"rand-4-50-50-5-1,dssp",1,4,1E+020,4,"0,000059",2,RA,5,-1,
"rand-4-50-50-5-2,dssp",1,2,2,2,"0,000045",10,RA,2,0,
,,,,,,,,,"-0,39113618",
,,,,,,,,,"0,7208681811",
