frac;inteiras;filename;nodes;lb;ub;root;time;status;heuristica;valor
rand-20-10-10-1000-1.dssp;1;-767.685282;100000000000000000000.000000;-767.685282;300.055325;2;-6.000000;VNS
rand-20-10-10-1000-2.dssp;1;-771.011258;100000000000000000000.000000;-771.011258;300.035687;2;-4.000000;VNS
rand-20-10-10-250-1.dssp;1;-193.904447;100000000000000000000.000000;-193.904447;300.003768;2;-3.000000;VNS
rand-20-10-10-250-2.dssp;1;-194.803505;100000000000000000000.000000;-194.803505;300.003929;2;-1.000000;VNS
rand-20-10-10-500-1.dssp;1;-385.420119;100000000000000000000.000000;-385.420119;300.020399;2;-1.000000;VNS
rand-20-10-10-500-2.dssp;1;-387.196642;100000000000000000000.000000;-387.196642;300.013169;2;-1.000000;VNS
rand-20-10-10-750-1.dssp;1;-576.978244;100000000000000000000.000000;-576.978244;300.039398;2;-2.000000;VNS
rand-20-10-10-750-2.dssp;1;-580.304024;100000000000000000000.000000;-580.304024;300.018569;2;-2.000000;VNS
rand-20-15-15-1000-1.dssp;1;-800.000000;100000000000000000000.000000;-800.000000;300.049705;2;3.000000;VNS
rand-20-15-15-1000-2.dssp;1;-770.401530;100000000000000000000.000000;-770.401530;300.030777;2;-2.000000;VNS
rand-20-15-15-250-1.dssp;1;-193.386023;100000000000000000000.000000;-193.386023;300.007830;2;-1.000000;VNS
rand-20-15-15-250-2.dssp;1;-195.455717;100000000000000000000.000000;-195.455717;300.001172;2;0.000000;VNS
rand-20-15-15-500-1.dssp;1;-384.423744;100000000000000000000.000000;-384.423744;300.027952;2;-1.000000;VNS
rand-20-15-15-500-2.dssp;1;-386.973100;100000000000000000000.000000;-386.973100;300.014955;2;0.000000;VNS
rand-20-15-15-750-1.dssp;1;-575.287247;100000000000000000000.000000;-575.287247;300.015131;2;-1.000000;VNS
rand-20-15-15-750-2.dssp;1;-579.629519;100000000000000000000.000000;-579.629519;300.061091;2;1.000000;VNS
rand-20-20-20-1000-1.dssp;1;-800.000000;100000000000000000000.000000;-800.000000;300.105336;5;5.000000;VNS
rand-20-20-20-1000-2.dssp;1;-769.921996;100000000000000000000.000000;-769.921996;300.084252;5;4.000000;VNS
rand-20-20-20-250-1.dssp;1;-192.703370;100000000000000000000.000000;-192.703370;300.001141;2;1.000000;VNS
rand-20-20-20-250-2.dssp;1;-194.026147;100000000000000000000.000000;-194.026147;300.006668;2;1.000000;VNS
rand-20-20-20-500-1.dssp;1;-383.339961;100000000000000000000.000000;-383.339961;300.026167;2;1.000000;VNS
rand-20-20-20-500-2.dssp;1;-387.002757;100000000000000000000.000000;-387.002757;300.012579;2;2.000000;VNS
rand-20-20-20-750-1.dssp;1;-576.065915;100000000000000000000.000000;-576.065915;300.072460;2;-2.000000;VNS
rand-20-20-20-750-2.dssp;1;-578.012873;100000000000000000000.000000;-578.012873;300.080958;2;2.000000;VNS
rand-20-25-25-1000-1.dssp;1;-800.000000;100000000000000000000.000000;-800.000000;300.160205;5;6.000000;VNS
rand-20-25-25-1000-2.dssp;1;-800.000000;100000000000000000000.000000;-800.000000;300.119842;5;4.000000;VNS
rand-20-25-25-250-1.dssp;1;-192.390486;100000000000000000000.000000;-192.390486;300.006366;2;2.000000;VNS
rand-20-25-25-250-2.dssp;1;-193.740270;100000000000000000000.000000;-193.740270;300.002225;2;2.000000;VNS
rand-20-25-25-500-1.dssp;1;-383.831189;100000000000000000000.000000;-383.831189;300.019371;2;2.000000;VNS
rand-20-25-25-500-2.dssp;1;-386.581641;100000000000000000000.000000;-386.581641;300.026859;2;1.000000;VNS
rand-20-25-25-750-1.dssp;1;-574.685891;100000000000000000000.000000;-574.685891;300.092464;5;5.000000;VNS
rand-20-25-25-750-2.dssp;1;-578.599453;100000000000000000000.000000;-578.599453;300.061306;2;2.000000;VNS
rand-20-5-5-1000-1.dssp;1;-771.953915;100000000000000000000.000000;-771.953915;300.024900;2;-14.000000;VNS
rand-20-5-5-1000-2.dssp;1;-771.617805;100000000000000000000.000000;-771.617805;300.029629;2;-7.000000;VNS
rand-20-5-5-250-1.dssp;1;-194.932384;100000000000000000000.000000;-194.932384;300.002278;2;-7.000000;VNS
rand-20-5-5-250-2.dssp;1;-196.658145;100000000000000000000.000000;-196.658145;300.001162;2;-3.000000;VNS
rand-20-5-5-500-1.dssp;1;-387.612306;100000000000000000000.000000;-387.612306;300.006997;2;-7.000000;VNS
rand-20-5-5-500-2.dssp;1;-388.724414;100000000000000000000.000000;-388.724414;300.007822;2;-7.000000;VNS
rand-20-5-5-750-1.dssp;1;-580.997903;100000000000000000000.000000;-580.997903;300.015950;2;-12.000000;VNS
rand-20-5-5-750-2.dssp;1;-581.588780;100000000000000000000.000000;-581.588780;300.006059;2;-6.000000;VNS
rand-4-10-10-1000-1.dssp;1;-605.596880;100000000000000000000.000000;-605.596880;300.090285;2;-5.000000;VNS
rand-4-10-10-1000-2.dssp;1;-607.000000;100000000000000000000.000000;-607.000000;300.043537;2;-3.000000;VNS
rand-4-10-10-250-1.dssp;1;-153.808742;100000000000000000000.000000;-153.808742;300.005554;2;-3.000000;VNS
rand-4-10-10-250-2.dssp;1;-154.314405;100000000000000000000.000000;-154.314405;300.000850;2;0.000000;VNS
rand-4-10-10-500-1.dssp;1;-303.544793;100000000000000000000.000000;-303.544793;300.016140;2;1.000000;VNS
rand-4-10-10-500-2.dssp;1;-307.555234;100000000000000000000.000000;-307.555234;300.014518;2;-2.000000;VNS
rand-4-10-10-750-1.dssp;1;-454.258396;100000000000000000000.000000;-454.258396;300.013285;2;-4.000000;VNS
