frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand0-20-10-10-20-1,dssp",1,-20,-20,-20,"180,000107",10,-20,VNS,0,
"rand0-20-10-10-20-2,dssp",1,-20,-20,-20,"180,000109",10,-20,VNS,0,
"rand0-20-10-10-20-3,dssp",1,-20,-20,-20,"180,000112",10,-20,VNS,0,
"rand0-20-10-10-20-4,dssp",1,-20,-20,-20,"180,000107",10,-20,VNS,0,
"rand0-20-10-10-20-5,dssp",1,-20,-20,-20,"180,00011",10,-20,VNS,0,
"rand0-20-15-15-30-1,dssp",1,-30,-30,-30,"180,000107",10,-30,VNS,0,
"rand0-20-15-15-30-2,dssp",1,-30,-30,-30,"180,000112",10,-30,VNS,0,
"rand0-20-15-15-30-3,dssp",1,-30,-30,-30,"180,000114",10,-30,VNS,0,
"rand0-20-15-15-30-4,dssp",1,-30,-30,-30,"180,000111",10,-30,VNS,0,
"rand0-20-15-15-30-5,dssp",1,-30,-30,-30,"180,000113",10,-30,VNS,0,
"rand0-20-20-20-40-1,dssp",1,-40,-40,-40,"180,000112",10,-40,VNS,0,
"rand0-20-20-20-40-2,dssp",1,-40,-40,-40,"180,000127",10,-40,VNS,0,
"rand0-20-20-20-40-3,dssp",1,-40,-40,-40,"180,000116",10,-40,VNS,0,
"rand0-20-20-20-40-4,dssp",1,-40,-40,-40,"180,000112",10,-40,VNS,0,
"rand0-20-20-20-40-5,dssp",1,-40,-40,-40,"180,000098",10,-40,VNS,0,
"rand0-20-25-25-50-1,dssp",1,-50,-50,-50,"180,000114",10,-50,VNS,0,
"rand0-20-25-25-50-2,dssp",1,-50,-50,-50,"180,000123",10,-50,VNS,0,
"rand0-20-25-25-50-3,dssp",1,-50,-50,-50,"180,000116",10,-50,VNS,0,
"rand0-20-25-25-50-4,dssp",1,-50,-50,-50,"180,000103",10,-50,VNS,0,
"rand0-20-25-25-50-5,dssp",1,-50,-50,-50,"180,000107",10,-50,VNS,0,
"rand0-20-5-5-10-1,dssp",1,-10,-10,-10,"180,000097",10,-10,VNS,0,
"rand0-20-5-5-10-2,dssp",1,-10,-10,-10,"180,00011",10,-10,VNS,0,
"rand0-20-5-5-10-3,dssp",1,-10,-10,-10,"180,000111",10,-10,VNS,0,
"rand0-20-5-5-10-4,dssp",1,-10,-10,-10,"180,000107",10,-10,VNS,0,
"rand0-20-5-5-10-5,dssp",1,-10,-10,-10,"180,000104",10,-10,VNS,0,
"rand0-2-10-10-20-1,dssp",1,-14,-14,-14,"180,000103",10,-14,VNS,0,
"rand0-2-10-10-20-2,dssp",1,-15,-15,-15,"180,000098",10,-15,VNS,0,
"rand0-2-10-10-20-3,dssp",1,-16,-16,-16,"180,000109",10,-16,VNS,0,
"rand0-2-10-10-20-4,dssp",1,-17,-17,-17,"180,000106",10,-17,VNS,0,
"rand0-2-10-10-20-5,dssp",1,-17,-17,-17,"180,000104",10,-17,VNS,0,
"rand0-2-15-15-30-1,dssp",1,-19,1E+020,-19,"180,000106",2,-18,VNS,-1,
"rand0-2-15-15-30-2,dssp",1,-22,-22,-22,"180,000113",10,-22,VNS,0,
"rand0-2-15-15-30-3,dssp",1,-24,1E+020,-24,"180,000114",2,-23,VNS,-1,
"rand0-2-15-15-30-4,dssp",1,-25,-25,-25,"180,000109",10,-25,VNS,0,
"rand0-2-15-15-30-5,dssp",1,-25,-25,-25,"180,000109",10,-25,VNS,0,
"rand0-2-20-20-40-1,dssp",1,-24,1E+020,-24,"180,000123",2,-23,VNS,-1,
"rand0-2-20-20-40-2,dssp",1,-29,-29,-29,"180,000122",10,-29,VNS,0,
"rand0-2-20-20-40-3,dssp",1,-31,1E+020,-31,"180,000109",2,-31,VNS,0,
"rand0-2-20-20-40-4,dssp",1,-32,-32,-32,"180,000113",10,-32,VNS,0,
"rand0-2-20-20-40-5,dssp",1,-34,-34,-34,"180,000104",10,-34,VNS,0,
"rand0-2-25-25-50-1,dssp",1,-32,1E+020,-32,"180,000121",2,-31,VNS,-1,
"rand0-2-25-25-50-2,dssp",1,-36,1E+020,-36,"180,000128",2,-36,VNS,0,
"rand0-2-25-25-50-3,dssp",1,-40,-40,-40,"180,000119",10,-40,VNS,0,
"rand0-2-25-25-50-4,dssp",1,-42,-42,-42,"180,000117",10,-42,VNS,0,
"rand0-2-25-25-50-5,dssp",1,-43,-43,-43,"180,000115",10,-43,VNS,0,
"rand0-2-5-5-10-1,dssp",1,-6,-6,-6,"180,000102",10,-6,VNS,0,
"rand0-2-5-5-10-2,dssp",1,-7,-7,-7,"180,000105",10,-7,VNS,0,
"rand0-2-5-5-10-3,dssp",1,-7,-7,-7,"180,000107",10,-7,VNS,0,
"rand0-2-5-5-10-4,dssp",1,-9,-9,-9,"180,000095",10,-9,VNS,0,
"rand0-2-5-5-10-5,dssp",1,-8,-8,-8,"180,000101",10,-8,VNS,0,
"rand0-4-10-10-20-1,dssp",1,-18,-18,-18,"180,000098",10,-18,VNS,0,
"rand0-4-10-10-20-2,dssp",1,-19,-19,-19,"180,000107",10,-19,VNS,0,
"rand0-4-10-10-20-3,dssp",1,-19,-19,-19,"180,000106",10,-19,VNS,0,
"rand0-4-10-10-20-4,dssp",1,-19,-19,-19,"180,000104",10,-19,VNS,0,
"rand0-4-10-10-20-5,dssp",1,-19,-19,-19,"180,000106",10,-19,VNS,0,
"rand0-4-15-15-30-1,dssp",1,-27,1E+020,-27,"180,000105",2,-27,VNS,0,
"rand0-4-15-15-30-2,dssp",1,-28,-28,-28,"180,000108",10,-28,VNS,0,
