frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-4-150-150-15-2,dssp",1,-9,1E+020,-9,"180,000173",2,-7,VNS,-2,
"rand-4-150-150-20-1,dssp",1,-12,1E+020,-12,"180,000259",2,-9,VNS,-3,
"rand-4-150-150-20-2,dssp",1,-12,1E+020,-12,"180,00028",2,-10,VNS,-2,
"rand-4-150-150-25-1,dssp",1,-15,1E+020,-15,"180,000373",2,-11,VNS,-4,
"rand-4-150-150-25-2,dssp",1,"-15,004479",1E+020,"-15,004479","180,000209",2,-13,VNS,"-2,004479",
"rand-4-150-150-5-1,dssp",1,-3,1E+020,-3,"180,000142",2,-1,VNS,-2,
"rand-4-150-150-5-2,dssp",1,-3,1E+020,-3,"180,000124",2,-2,VNS,-1,
"rand-4-200-200-10-1,dssp",1,-6,1E+020,-6,"180,000148",2,-4,VNS,-2,
"rand-4-200-200-10-2,dssp",1,-6,1E+020,-6,"180,000162",2,-5,VNS,-1,
"rand-4-200-200-15-1,dssp",1,-9,1E+020,-9,"180,000309",2,-6,VNS,-3,
"rand-4-200-200-15-2,dssp",1,"-9,064611",1E+020,"-9,064611","180,000324",2,-8,VNS,"-1,064611",
"rand-4-200-200-20-1,dssp",1,-12,1E+020,-12,"180,000134",2,-8,VNS,-4,
"rand-4-200-200-20-2,dssp",1,-12,1E+020,-12,"180,000334",2,-9,VNS,-3,
"rand-4-200-200-25-1,dssp",1,-15,1E+020,-15,"180,000408",2,-11,VNS,-4,
"rand-4-200-200-25-2,dssp",1,-15,1E+020,-15,"180,000592",2,-12,VNS,-3,
"rand-4-200-200-5-1,dssp",1,-3,1E+020,-3,"180,000129",2,-1,VNS,-2,
"rand-4-200-200-5-2,dssp",1,-3,1E+020,-3,"180,000108",2,-2,VNS,-1,
"rand-4-250-250-10-1,dssp",1,-6,1E+020,-6,"180,000166",2,-3,VNS,-3,
"rand-4-250-250-10-2,dssp",1,-6,1E+020,-6,"180,000229",2,-5,VNS,-1,
"rand-4-250-250-15-1,dssp",1,-9,1E+020,-9,"180,000373",2,-6,VNS,-3,
"rand-4-250-250-15-2,dssp",1,-9,1E+020,-9,"180,000223",2,-7,VNS,-2,
"rand-4-250-250-20-1,dssp",1,-12,1E+020,-12,"180,000482",2,-8,VNS,-4,
"rand-4-250-250-20-2,dssp",1,-12,1E+020,-12,"180,000495",2,-9,VNS,-3,
"rand-4-250-250-25-1,dssp",1,-15,1E+020,-15,"180,000627",2,-11,VNS,-4,
"rand-4-250-250-25-2,dssp",1,-15,1E+020,-15,"180,000409",2,-13,VNS,-2,
"rand-4-250-250-5-1,dssp",1,-3,1E+020,-3,"180,000106",2,-1,VNS,-2,
"rand-4-250-250-5-2,dssp",1,-3,1E+020,-3,"180,000154",2,-2,VNS,-1,
"rand-4-50-50-10-1,dssp",1,-6,1E+020,-6,"180,000119",2,-4,VNS,-2,
"rand-4-50-50-10-2,dssp",1,"-6,058986",1E+020,"-6,058986","180,000124",2,-5,VNS,"-1,058986",
"rand-4-50-50-15-1,dssp",1,-9,1E+020,-9,"180,000118",2,-7,VNS,-2,
"rand-4-50-50-15-2,dssp",1,"-9,142529",1E+020,"-9,142529","180,000145",2,-8,VNS,"-1,142529",
"rand-4-50-50-20-1,dssp",1,-12,1E+020,-12,"180,000103",2,-10,VNS,-2,
"rand-4-50-50-20-2,dssp",1,"-12,037164",1E+020,"-12,037164","180,000124",2,-11,VNS,"-1,037164",
"rand-4-50-50-25-1,dssp",1,-15,1E+020,-15,"180,000132",2,-12,VNS,-3,
"rand-4-50-50-25-2,dssp",1,"-15,102138",1E+020,"-15,102138","180,000126",2,-13,VNS,"-2,102138",
"rand-4-50-50-5-1,dssp",1,-3,1E+020,-3,"180,000112",2,-2,VNS,-1,
"rand-4-50-50-5-2,dssp",1,-3,1E+020,-3,"180,000104",2,-2,VNS,-1,
,,,,,,,,,"-1,5183357",
,,,,,,,,,"1,1301570506",
