frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-4-15-15-1000-2,dssp",1,368,1E+020,368,"180,000289",2,369,VNS,-1,
"rand-4-15-15-250-1,dssp",1,136,136,136,"180,000192",10,136,VNS,0,
"rand-4-15-15-250-2,dssp",1,94,94,94,"180,000161",10,94,VNS,0,
"rand-4-15-15-500-1,dssp",1,269,1E+020,269,"180,000207",2,270,VNS,-1,
"rand-4-15-15-500-2,dssp",1,185,1E+020,185,"180,000163",2,186,VNS,-1,
"rand-4-15-15-750-1,dssp",1,"398,937801",1E+020,"398,937801","180,000226",2,400,VNS,"-1,062199",
"rand-4-15-15-750-2,dssp",1,278,1E+020,278,"180,000289",2,279,VNS,-1,
"rand-4-20-20-1000-1,dssp",1,545,1E+020,545,"180,000305",2,546,VNS,-1,
"rand-4-20-20-1000-2,dssp",1,368,1E+020,368,"180,000206",2,369,VNS,-1,
"rand-4-20-20-250-1,dssp",1,"135,897907",1E+020,"135,897907","180,000162",2,137,VNS,"-1,102093",
"rand-4-20-20-250-2,dssp",1,95,1E+020,95,"180,000202",2,96,VNS,-1,
"rand-4-20-20-500-1,dssp",1,272,1E+020,272,"180,000275",2,273,VNS,-1,
"rand-4-20-20-500-2,dssp",1,185,1E+020,185,"180,000162",2,185,VNS,0,
"rand-4-20-20-750-1,dssp",1,407,1E+020,407,"180,000156",2,408,VNS,-1,
"rand-4-20-20-750-2,dssp",1,279,1E+020,279,"180,000257",2,279,VNS,0,
"rand-4-25-25-1000-1,dssp",1,546,1E+020,546,"180,00026",2,547,VNS,-1,
"rand-4-25-25-1000-2,dssp",1,375,1E+020,375,"180,000581",2,376,VNS,-1,
"rand-4-25-25-250-1,dssp",1,139,1E+020,139,"180,000201",2,140,VNS,-1,
"rand-4-25-25-250-2,dssp",1,"95,732034",1E+020,"95,732034","180,000181",2,97,VNS,"-1,267966",
"rand-4-25-25-500-1,dssp",1,"273,046561",1E+020,"273,046561","180,000155",2,274,VNS,"-0,953439",
"rand-4-25-25-500-2,dssp",1,190,1E+020,190,"180,000142",2,191,VNS,-1,
"rand-4-25-25-750-1,dssp",1,"414,077776",1E+020,"414,077776","180,000259",2,415,VNS,"-0,922224",
"rand-4-25-25-750-2,dssp",1,283,1E+020,283,"180,00038",2,284,VNS,-1,
"rand-4-5-5-1000-1,dssp",1,465,465,465,"180,000266",10,465,VNS,0,
"rand-4-5-5-1000-2,dssp",1,341,341,341,"180,000249",10,341,VNS,0,
"rand-4-5-5-250-1,dssp",1,117,117,117,"180,00012",10,117,VNS,0,
"rand-4-5-5-250-2,dssp",1,88,88,88,"180,000146",10,88,VNS,0,
"rand-4-5-5-500-1,dssp",1,234,1E+020,234,"180,000179",2,234,VNS,0,
"rand-4-5-5-500-2,dssp",1,171,171,171,"180,000144",10,171,VNS,0,
"rand-4-5-5-750-1,dssp",1,353,353,353,"180,000202",10,353,VNS,0,
"rand-4-5-5-750-2,dssp",1,262,262,262,"180,000153",10,262,VNS,0,
,,,,,,,,,"-0,316275475",
,,,,,,,,,"0,4734164345",
