frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-20-10-10-1000-1,dssp",1,"-766,590609",1E+020,"-766,590609","0,003454",2,RA,-755,"-11,590609",
"rand-20-10-10-1000-2,dssp",1,"-771,536052",1E+020,"-771,536052","0,003468",2,RA,-764,"-7,536052",
"rand-20-10-10-250-1,dssp",1,"-193,413941",1E+020,"-193,413941","0,000331",2,RA,-190,"-3,413941",
"rand-20-10-10-250-2,dssp",1,"-194,781114",1E+020,"-194,781114","0,000368",2,RA,-192,"-2,781114",
"rand-20-10-10-500-1,dssp",1,"-385,076701",1E+020,"-385,076701","0,000947",2,RA,-378,"-7,076701",
"rand-20-10-10-500-2,dssp",1,"-387,307151",1E+020,"-387,307151","0,000942",2,RA,-383,"-4,307151",
"rand-20-10-10-750-1,dssp",1,"-577,552443",1E+020,"-577,552443","0,002004",2,RA,-570,"-7,552443",
"rand-20-10-10-750-2,dssp",1,"-579,795771",1E+020,"-579,795771","0,001973",2,RA,-573,"-6,795771",
"rand-20-15-15-1000-1,dssp",1,"-766,432254",1E+020,"-766,432254","0,004986",2,RA,-757,"-9,432254",
"rand-20-15-15-1000-2,dssp",1,"-769,981007",1E+020,"-769,981007","0,004998",2,RA,-760,"-9,981007",
"rand-20-15-15-250-1,dssp",1,"-193,244422",1E+020,"-193,244422","0,000429",2,RA,-188,"-5,244422",
"rand-20-15-15-250-2,dssp",1,"-195,245892",1E+020,"-195,245892","0,000476",2,RA,-192,"-3,245892",
"rand-20-15-15-500-1,dssp",1,"-384,778122",1E+020,"-384,778122","0,001336",2,RA,-377,"-7,778122",
"rand-20-15-15-500-2,dssp",1,"-386,680082",1E+020,"-386,680082","0,001331",2,RA,-379,"-7,680082",
"rand-20-15-15-750-1,dssp",1,"-575,555668",1E+020,"-575,555668","0,002835",2,RA,-566,"-9,555668",
"rand-20-15-15-750-2,dssp",1,"-579,307284",1E+020,"-579,307284","0,002915",2,RA,-572,"-7,307284",
