frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand-20-10-10-1000-1,dssp",1,"-766,590609",1E+020,"-766,590609","180,028572",2,-757,VNS,"-9,590609",
"rand-20-10-10-1000-2,dssp",1,"-771,536052",1E+020,"-771,536052","180,014208",2,-764,VNS,"-7,536052",
"rand-20-10-10-250-1,dssp",1,"-193,413941",1E+020,"-193,413941","180,001535",2,-191,VNS,"-2,413941",
"rand-20-10-10-250-2,dssp",1,"-194,781114",1E+020,"-194,781114","180,001327",2,-192,VNS,"-2,781114",
"rand-20-10-10-500-1,dssp",1,"-385,076701",1E+020,"-385,076701","180,006376",2,-380,VNS,"-5,076701",
"rand-20-10-10-500-2,dssp",1,"-387,307151",1E+020,"-387,307151","180,001107",2,-383,VNS,"-4,307151",
"rand-20-10-10-750-1,dssp",1,"-577,552443",1E+020,"-577,552443","180,003411",2,-570,VNS,"-7,552443",
"rand-20-10-10-750-2,dssp",1,"-579,795771",1E+020,"-579,795771","180,015911",2,-574,VNS,"-5,795771",
"rand-20-15-15-1000-1,dssp",1,"-766,432254",1E+020,"-766,432254","180,010008",2,-757,VNS,"-9,432254",
"rand-20-15-15-1000-2,dssp",1,"-769,981007",1E+020,"-769,981007","180,019245",2,-761,VNS,"-8,981007",
"rand-20-15-15-250-1,dssp",1,"-193,244422",1E+020,"-193,244422","180,002343",2,-190,VNS,"-3,244422",
"rand-20-15-15-250-2,dssp",1,"-195,245892",1E+020,"-195,245892","180,001287",2,-193,VNS,"-2,245892",
"rand-20-15-15-500-1,dssp",1,"-384,778122",1E+020,"-384,778122","180,004011",2,-379,VNS,"-5,778122",
"rand-20-15-15-500-2,dssp",1,"-386,680082",1E+020,"-386,680082","180,009465",2,-381,VNS,"-5,680082",
"rand-20-15-15-750-1,dssp",1,"-575,555668",1E+020,"-575,555668","180,009858",2,-567,VNS,"-8,555668",
"rand-20-15-15-750-2,dssp",1,"-579,307284",1E+020,"-579,307284","180,023454",2,-573,VNS,"-6,307284",
"rand-20-20-20-1000-1,dssp",1,-800,1E+020,-800,"180,055732",5,-746,VNS,-54,
"rand-20-20-20-1000-2,dssp",1,-800,1E+020,-800,"180,039527",5,-743,VNS,-57,
"rand-20-20-20-250-1,dssp",1,"-192,704994",1E+020,"-192,704994","180,003026",2,-189,VNS,"-3,704994",
"rand-20-20-20-250-2,dssp",1,"-194,270371",1E+020,"-194,270371","180,002304",2,-191,VNS,"-3,270371",
"rand-20-20-20-500-1,dssp",1,"-383,74085",1E+020,"-383,74085","180,010668",2,-377,VNS,"-6,74085",
"rand-20-20-20-500-2,dssp",1,"-386,833765",1E+020,"-386,833765","180,011166",2,-382,VNS,"-4,833765",
"rand-20-20-20-750-1,dssp",1,"-575,300605",1E+020,"-575,300605","180,014093",2,-566,VNS,"-9,300605",
"rand-20-20-20-750-2,dssp",1,"-577,92808",1E+020,"-577,92808","180,029261",2,-570,VNS,"-7,92808",
"rand-20-25-25-1000-1,dssp",1,-800,1E+020,-800,"180,021852",5,-744,VNS,-56,
"rand-20-25-25-1000-2,dssp",1,"-769,680708",1E+020,"-769,680708","180,013318",2,-761,VNS,"-8,680708",
"rand-20-25-25-250-1,dssp",1,"-192,615894",1E+020,"-192,615894","180,005058",2,-188,VNS,"-4,615894",
"rand-20-25-25-250-2,dssp",1,"-193,888652",1E+020,"-193,888652","180,004407",2,-190,VNS,"-3,888652",
"rand-20-25-25-500-1,dssp",1,"-383,822648",1E+020,"-383,822648","180,005519",2,-377,VNS,"-6,822648",
"rand-20-25-25-500-2,dssp",1,"-386,46569",1E+020,"-386,46569","180,01094",2,-381,VNS,"-5,46569",
"rand-20-25-25-750-1,dssp",1,"-574,420254",1E+020,"-574,420254","180,023858",5,-554,VNS,"-20,420254",
